0,6.2655,1.7975
0.0384,6.2655,1.7975
0.0768,6.2655,1.7975
0.1152,6.2655,1.7975
0.1536,6.2655,1.7975
0.192,6.2655,1.7975
0.2304,6.2655,1.7975
0.2688,6.2655,1.7975
0.3072,6.2655,1.7975
0.3456,6.2655,1.7975
0.384,6.2655,1.7975
0.4224,6.2655,1.7975
0.4608,6.2654,1.7974
0.4992,6.2654,1.7974
0.5376,6.2654,1.7974
0.576,6.2654,1.7974
0.6144,6.2654,1.7974
0.6528,6.2654,1.7974
0.6912,6.2654,1.7974
0.7296,6.2654,1.7974
0.768,6.2654,1.7974
0.8064,6.2654,1.7974
0.8448,6.2654,1.7974
0.8832,6.2654,1.7974
0.9216,6.2654,1.7974
0.96,6.2654,1.7974
0.9984,6.2654,1.7974
1.0368,6.2654,1.7974
1.0752,6.2654,1.7974
1.1136,6.2653,1.7973
1.152,6.2653,1.7973
1.1904,6.2653,1.7973
1.2288,6.2653,1.7973
1.2672,6.2653,1.7973
1.3056,6.2653,1.7973
1.344,6.2653,1.7973
1.3824,6.2654,1.7974
1.4208,6.2654,1.7974
1.4592,6.2655,1.7975
1.4976,6.2655,1.7975
1.536,6.2655,1.7975
1.5744,6.2655,1.7975
1.6128,6.2654,1.7974
1.6512,6.2654,1.7974
1.6896,6.2653,1.7973
1.728,6.2653,1.7973
1.7664,6.2652,1.7972
1.8048,6.2652,1.7972
1.8432,6.2651,1.7971
1.8816,6.2651,1.7971
1.92,6.265,1.797
1.9584,6.265,1.797
1.9968,6.2649,1.7969
2.0352,6.2649,1.7969
2.0736,6.2649,1.7969
2.112,6.2649,1.7969
2.1504,6.2648,1.7968
2.1888,6.2648,1.7968
2.2272,6.2648,1.7968
2.2656,6.2648,1.7968
2.304,6.2648,1.7968
2.3424,6.2647,1.7967
2.3808,6.2647,1.7967
2.4192,6.2647,1.7967
2.4576,6.2647,1.7967
2.496,6.2647,1.7967
2.5344,6.2647,1.7967
2.5728,6.2647,1.7967
2.6112,6.2648,1.7968
2.6496,6.2648,1.7968
2.688,6.2648,1.7968
2.7264,6.2649,1.7969
2.7648,6.2649,1.7969
2.8032,6.2649,1.7969
2.8416,6.2649,1.7969
2.88,6.2649,1.7969
2.9184,6.2649,1.7969
2.9568,6.2648,1.7968
2.9952,6.2647,1.7967
3.0336,6.2646,1.7966
3.072,6.2645,1.7965
3.1104,6.2644,1.7964
3.1488,6.2643,1.7963
3.1872,6.2641,1.7961
3.2256,6.264,1.796
3.264,6.2639,1.7959
3.3024,6.2638,1.7958
3.3408,6.2638,1.7958
3.3792,6.2637,1.7957
3.4176,6.2637,1.7957
3.456,6.2636,1.7956
3.4944,6.2636,1.7956
3.5328,6.2635,1.7955
3.5712,6.2635,1.7955
3.6096,6.2635,1.7955
3.648,6.2634,1.7954
3.6864,6.2634,1.7954
3.7248,6.2633,1.7953
3.7632,6.2633,1.7953
3.8016,6.2632,1.7952
3.84,6.2632,1.7952
3.8784,6.2632,1.7952
3.9168,6.2632,1.7952
3.9552,6.2632,1.7952
3.9936,6.2632,1.7952
4.032,6.2632,1.7952
4.0704,6.2632,1.7952
4.1088,6.2632,1.7952
4.1472,6.2632,1.7952
4.1856,6.2632,1.7952
4.224,6.2631,1.7951
4.2624,6.2631,1.7951
4.3008,6.263,1.795
4.3392,6.2629,1.7949
4.3776,6.2628,1.7948
4.416,6.2627,1.7947
4.4544,6.2626,1.7946
4.4928,6.2625,1.7945
4.5312,6.2624,1.7944
4.5696,6.2623,1.7943
4.608,6.2622,1.7942
4.6464,6.2621,1.7941
4.6848,6.262,1.794
4.7232,6.2619,1.7939
4.7616,6.2618,1.7938
4.8,6.2617,1.7937
4.8384,6.2616,1.7936
4.8768,6.2616,1.7936
4.9152,6.2615,1.7935
4.9536,6.2614,1.7934
4.992,6.2613,1.7933
5.0304,6.2612,1.7932
5.0688,6.2612,1.7932
5.1072,6.2611,1.7931
5.1456,6.261,1.793
5.184,6.261,1.793
5.2224,6.2609,1.7929
5.2608,6.2609,1.7929
5.2992,6.2608,1.7928
5.3376,6.2607,1.7927
5.376,6.2607,1.7927
5.4144,6.2606,1.7926
5.4528,6.2605,1.7925
5.4912,6.2604,1.7924
5.5296,6.2603,1.7923
5.568,6.2602,1.7922
5.6064,6.2601,1.7921
5.6448,6.26,1.792
5.6832,6.2599,1.7919
5.7216,6.2598,1.7918
5.76,6.2597,1.7917
5.7984,6.2595,1.7915
5.8368,6.2593,1.7913
5.8752,6.2591,1.7911
5.9136,6.2589,1.7909
5.952,6.2587,1.7907
5.9904,6.2585,1.7905
6.0288,6.2584,1.7904
6.0672,6.2582,1.7902
6.1056,6.2581,1.7901
6.144,6.2579,1.7899
6.1824,6.2578,1.7898
6.2208,6.2577,1.7897
6.2592,6.2576,1.7896
6.2976,6.2575,1.7895
6.336,6.2574,1.7894
6.3744,6.2573,1.7893
6.4128,6.2572,1.7892
6.4512,6.2571,1.7891
6.4896,6.257,1.789
6.528,6.2569,1.7889
6.5664,6.2567,1.7887
6.6048,6.2566,1.7886
6.6432,6.2565,1.7885
6.6816,6.2564,1.7884
6.72,6.2563,1.7883
6.7584,6.2562,1.7882
6.7968,6.2561,1.7881
6.8352,6.256,1.788
6.8736,6.256,1.788
6.912,6.256,1.788
6.9504,6.2559,1.7879
6.9888,6.2559,1.7879
7.0272,6.2559,1.7879
7.0656,6.2559,1.7879
7.104,6.2558,1.7878
7.1424,6.2558,1.7878
7.1808,6.2557,1.7877
7.2192,6.2557,1.7877
